epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.016647694632411003,4.295081615447998,0.0003,0.0233401320874691,5.509300231933594
1,0.06342487037181854,3.5966811180114746,0.0003,0.0650351271033287,4.914882183074951
2,0.14033153653144836,3.1582210063934326,0.0003,0.20462270081043243,3.9279189109802246
3,0.2259177565574646,2.817352294921875,0.0003,0.09064128994941711,5.438476085662842
4,0.3107925355434418,2.555128574371338,0.0003,0.2927713692188263,3.705514669418335
5,0.39061611890792847,2.326812267303467,0.00027,0.27305686473846436,3.9161577224731445
6,0.43661069869995117,2.18485689163208,0.00027,0.33038750290870667,3.4424548149108887
7,0.4776252210140228,2.0714938640594482,0.00027,0.20235666632652283,4.393678188323975
8,0.5143710970878601,1.9775514602661133,0.00027,0.4400634467601776,3.0507662296295166
9,0.5408011078834534,1.902686595916748,0.00027,0.25810107588768005,4.497509002685547
10,0.5710017085075378,1.8260446786880493,0.000243,0.4160435199737549,3.109588146209717
11,0.5963289737701416,1.7664029598236084,0.000243,0.47926580905914307,2.8757710456848145
12,0.6218340992927551,1.7127882242202759,0.000243,0.39134374260902405,3.296942949295044
13,0.6335017085075378,1.6752358675003052,0.000243,0.4706548750400543,2.959136486053467
14,0.6476593613624573,1.6372548341751099,0.000243,0.5177883505821228,2.6597084999084473
15,0.6736980676651001,1.5814814567565918,0.0002187,0.3632449507713318,3.5192623138427734
16,0.6892430186271667,1.5482364892959595,0.0002187,0.4772263765335083,2.8991451263427734
17,0.7021556496620178,1.5164381265640259,0.0002187,0.5130296945571899,2.763570785522461
18,0.7147481441497803,1.4910533428192139,0.0002187,0.5128030776977539,2.7669267654418945
19,0.7235699892044067,1.466049313545227,0.0002187,0.5164287090301514,2.7416141033172607
20,0.7438816428184509,1.424688696861267,0.00019683,0.5597099661827087,2.572784185409546
21,0.7545176148414612,1.3960307836532593,0.00019683,0.544074296951294,2.661294937133789
22,0.7673235535621643,1.375276803970337,0.00019683,0.5098572373390198,2.7795495986938477
23,0.7707384824752808,1.3654263019561768,0.00019683,0.4695218801498413,3.0286660194396973
24,0.7832242250442505,1.3395519256591797,0.00019683,0.5014729499816895,2.797602653503418
25,0.7917971014976501,1.317633032798767,0.000177147,0.4622705578804016,3.047454833984375
26,0.8059191703796387,1.2919992208480835,0.000177147,0.5322909355163574,2.673280715942383
27,0.8111127018928528,1.2780486345291138,0.000177147,0.5739859342575073,2.5258002281188965
28,0.81940096616745,1.2629956007003784,0.000177147,0.5012463331222534,2.835998296737671
29,0.8180847764015198,1.25961434841156,0.000177147,0.3856786787509918,3.7766754627227783
30,0.8342700600624084,1.2265942096710205,0.0001594323,0.4860638976097107,3.0485739707946777
31,0.8442658185958862,1.2123241424560547,0.0001594323,0.5436211228370667,2.6638245582580566
32,0.8462222814559937,1.204113483428955,0.0001594323,0.5094040632247925,2.811105251312256
33,0.8523762226104736,1.192297339439392,0.0001594323,0.5769317746162415,2.5439155101776123
34,0.8561468124389648,1.1818512678146362,0.0001594323,0.544754147529602,2.690040111541748
35,0.8694507479667664,1.159205436706543,0.00014348907,0.4470881521701813,3.1106197834014893
36,0.8706246614456177,1.1482211351394653,0.00014348907,0.49354180693626404,2.9369139671325684
37,0.870411217212677,1.1498637199401855,0.00014348907,0.5982325077056885,2.4724321365356445
38,0.8774188756942749,1.1388717889785767,0.00014348907,0.5676410794258118,2.591287612915039
39,0.8828614354133606,1.1262673139572144,0.00014348907,0.5690006613731384,2.5916452407836914
40,0.8898690938949585,1.1120967864990234,0.00012914016,0.4826648533344269,3.063283681869507
41,0.900042712688446,1.093584656715393,0.00012914016,0.5467935800552368,2.7339675426483154
42,0.893995463848114,1.098494529724121,0.00012914016,0.5739859342575073,2.566253662109375
43,0.8998648524284363,1.0862438678741455,0.00012914016,0.552458643913269,2.6948869228363037
44,0.899402379989624,1.084355354309082,0.00012914016,0.5642420053482056,2.6290111541748047
45,0.9086155295372009,1.0693200826644897,0.00011622615,0.5603897571563721,2.6754355430603027
46,0.9129553437232971,1.0564247369766235,0.00011622615,0.5667346715927124,2.6398866176605225
47,0.9119592905044556,1.0573786497116089,0.00011622615,0.5875821709632874,2.4833035469055176
48,0.9178642630577087,1.047137975692749,0.00011622615,0.5717199444770813,2.636568546295166
49,0.9202475547790527,1.0430108308792114,0.00011622615,0.5325175523757935,2.817695379257202
50,0.9229154586791992,1.0321263074874878,0.00010460353,0.6011783480644226,2.5229458808898926
51,0.9266861081123352,1.0259705781936646,0.00010460353,0.5708134770393372,2.591765880584717
52,0.9298520088195801,1.0189151763916016,0.00010460353,0.5939270257949829,2.528151750564575
53,0.9263303875923157,1.0202221870422363,0.00010460353,0.5356900095939636,2.7616186141967773
54,0.9291049838066101,1.0119976997375488,0.00010460353,0.5748923420906067,2.616582155227661
55,0.9349387884140015,1.0020482540130615,9.414318e-05,0.5744391679763794,2.6365649700164795
56,0.9373221397399902,0.9963170289993286,9.414318e-05,0.5880353450775146,2.5751397609710693
57,0.9399544596672058,0.9913222789764404,9.414318e-05,0.5560842752456665,2.7804622650146484
