,loss,accuracy,val_loss,val_accuracy,lr
0,4.295081615447998,0.016647694632411003,5.509300231933594,0.0233401320874691,0.0003
1,3.5966811180114746,0.06342487037181854,4.914882183074951,0.0650351271033287,0.0003
2,3.1582210063934326,0.14033153653144836,3.9279189109802246,0.20462270081043243,0.0003
3,2.817352294921875,0.2259177565574646,5.438476085662842,0.09064128994941711,0.0003
4,2.555128574371338,0.3107925355434418,3.705514669418335,0.2927713692188263,0.0003
5,2.326812267303467,0.39061611890792847,3.9161577224731445,0.27305686473846436,0.00027
6,2.18485689163208,0.43661069869995117,3.4424548149108887,0.33038750290870667,0.00027
7,2.0714938640594482,0.4776252210140228,4.393678188323975,0.20235666632652283,0.00027
8,1.9775514602661133,0.5143710970878601,3.0507662296295166,0.4400634467601776,0.00027
9,1.902686595916748,0.5408011078834534,4.497509002685547,0.25810107588768005,0.00027
10,1.8260446786880493,0.5710017085075378,3.109588146209717,0.4160435199737549,0.000243
11,1.7664029598236084,0.5963289737701416,2.8757710456848145,0.47926580905914307,0.000243
12,1.7127882242202759,0.6218340992927551,3.296942949295044,0.39134374260902405,0.000243
13,1.6752358675003052,0.6335017085075378,2.959136486053467,0.4706548750400543,0.000243
14,1.6372548341751099,0.6476593613624573,2.6597084999084473,0.5177883505821228,0.000243
15,1.5814814567565918,0.6736980676651001,3.5192623138427734,0.3632449507713318,0.0002187
16,1.5482364892959595,0.6892430186271667,2.8991451263427734,0.4772263765335083,0.0002187
17,1.5164381265640259,0.7021556496620178,2.763570785522461,0.5130296945571899,0.0002187
18,1.4910533428192139,0.7147481441497803,2.7669267654418945,0.5128030776977539,0.0002187
19,1.466049313545227,0.7235699892044067,2.7416141033172607,0.5164287090301514,0.0002187
20,1.424688696861267,0.7438816428184509,2.572784185409546,0.5597099661827087,0.00019683
21,1.3960307836532593,0.7545176148414612,2.661294937133789,0.544074296951294,0.00019683
22,1.375276803970337,0.7673235535621643,2.7795495986938477,0.5098572373390198,0.00019683
23,1.3654263019561768,0.7707384824752808,3.0286660194396973,0.4695218801498413,0.00019683
24,1.3395519256591797,0.7832242250442505,2.797602653503418,0.5014729499816895,0.00019683
25,1.317633032798767,0.7917971014976501,3.047454833984375,0.4622705578804016,0.000177147
26,1.2919992208480835,0.8059191703796387,2.673280715942383,0.5322909355163574,0.000177147
27,1.2780486345291138,0.8111127018928528,2.5258002281188965,0.5739859342575073,0.000177147
28,1.2629956007003784,0.81940096616745,2.835998296737671,0.5012463331222534,0.000177147
29,1.25961434841156,0.8180847764015198,3.7766754627227783,0.3856786787509918,0.000177147
30,1.2265942096710205,0.8342700600624084,3.0485739707946777,0.4860638976097107,0.0001594323
31,1.2123241424560547,0.8442658185958862,2.6638245582580566,0.5436211228370667,0.0001594323
32,1.204113483428955,0.8462222814559937,2.811105251312256,0.5094040632247925,0.0001594323
33,1.192297339439392,0.8523762226104736,2.5439155101776123,0.5769317746162415,0.0001594323
34,1.1818512678146362,0.8561468124389648,2.690040111541748,0.544754147529602,0.0001594323
35,1.159205436706543,0.8694507479667664,3.1106197834014893,0.4470881521701813,0.00014348907
36,1.1482211351394653,0.8706246614456177,2.9369139671325684,0.49354180693626404,0.00014348907
37,1.1498637199401855,0.870411217212677,2.4724321365356445,0.5982325077056885,0.00014348907
38,1.1388717889785767,0.8774188756942749,2.591287612915039,0.5676410794258118,0.00014348907
39,1.1262673139572144,0.8828614354133606,2.5916452407836914,0.5690006613731384,0.00014348907
40,1.1120967864990234,0.8898690938949585,3.063283681869507,0.4826648533344269,0.00012914016
41,1.093584656715393,0.900042712688446,2.7339675426483154,0.5467935800552368,0.00012914016
42,1.098494529724121,0.893995463848114,2.566253662109375,0.5739859342575073,0.00012914016
43,1.0862438678741455,0.8998648524284363,2.6948869228363037,0.552458643913269,0.00012914016
44,1.084355354309082,0.899402379989624,2.6290111541748047,0.5642420053482056,0.00012914016
45,1.0693200826644897,0.9086155295372009,2.6754355430603027,0.5603897571563721,0.00011622615
46,1.0564247369766235,0.9129553437232971,2.6398866176605225,0.5667346715927124,0.00011622615
47,1.0573786497116089,0.9119592905044556,2.4833035469055176,0.5875821709632874,0.00011622615
48,1.047137975692749,0.9178642630577087,2.636568546295166,0.5717199444770813,0.00011622615
49,1.0430108308792114,0.9202475547790527,2.817695379257202,0.5325175523757935,0.00011622615
50,1.0321263074874878,0.9229154586791992,2.5229458808898926,0.6011783480644226,0.00010460353
51,1.0259705781936646,0.9266861081123352,2.591765880584717,0.5708134770393372,0.00010460353
52,1.0189151763916016,0.9298520088195801,2.528151750564575,0.5939270257949829,0.00010460353
53,1.0202221870422363,0.9263303875923157,2.7616186141967773,0.5356900095939636,0.00010460353
54,1.0119976997375488,0.9291049838066101,2.616582155227661,0.5748923420906067,0.00010460353
55,1.0020482540130615,0.9349387884140015,2.6365649700164795,0.5744391679763794,9.414318e-05
56,0.9963170289993286,0.9373221397399902,2.5751397609710693,0.5880353450775146,9.414318e-05
57,0.9913222789764404,0.9399544596672058,2.7804622650146484,0.5560842752456665,9.414318e-05
